ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
3722,Steroid hormone receptor ERR1,ESRRA,36609.0,X51416,P11474,ERR1_HUMAN,1XB7; 2PJL; 3D24; 3K6P; 7E2E,ESRRA,,HGNC:3471,Humans,DB00197; DB00253; DB00255; DB00288; DB00394; DB00547; DB00596; DB00663; DB00846; DB00896; DB00995; DB01047; DB01130; DB01260; DB01380; DB01645; DB02789; DB04468; DB06732; DB06786; DB06833; DB07776; DB13182; DB14596; DB15334; DB19168; DB21137
3778,T cell receptor alpha chain constant,TRAC,,,P01848,TRAC_HUMAN,1AO7; 1BD2; 1FYT; 1J8H; 1KGC; 1MI5; 1OGA; 1QRN; 1QSF; 1YMM; 1ZGL; 2AK4; 2BNQ; 2BNR; 2BNU; 2CDF; 2CDG; 2ESV; 2EYR; 2EYS; 2EYT; 2F53; 2F54; 2GJ6; 2IAL; 2IAM; 2IAN; 2NX5; 2P5E; 2P5W; 2PO6; 2PYE; 2PYF; 2VLJ; 2VLK; 2VLM; 2VLR; 2XN9; 2XNA; 3ARB; 3ARD; 3ARE; 3ARF; 3ARG; 3D39; 3DX9; 3DXA; 3FFC; 3GSN; 3HE7; 3HG1; 3KPR; 3KPS; 3KXF; 3O4L; 3O6F; 3O8X; 3O9W; 3PWP; 3QDG; 3QDJ; 3QDM; 3QEQ; 3QEU; 3QIB; 3QJF; 3QUX; 3SCM; 3SDA; 3SDC; 3SDD; 3SDX; 3SJV; 3SKN; 3T0E; 3TN0; 3TVM; 4APQ; 4C56; 4G8E; 4G8F; 4IRS; 4JFD; 4JFE; 4JFF; 4JFH; 4JRX; 4JRY; 4MVB; 4MXQ; 4N0C; 4N5E; 4NHU; 4ONH; 4P4K; 4PRH; 4PRI; 4PRP; 4UDT; 4UDU; 4WW1; 4WW2; 4WWK; 4X6B; 4X6C; 4X6D; 4Y16; 4Y2D; 4Y4F; 4Y4H; 4Y4K; 4ZDH; 5BRZ; 5BS0; 5C07; 5C08; 5C09; 5C0A; 5C0B; 5C0C; 5EU6; 5FK9; 5FKA; 5HHM; 5HHO; 5HYJ; 5JZI; 5KS9; 5KSA; 5KSB; 5NQK; 6DKP; 6JXR; 7FJD; 7FJE; 7FJF; 7NDT; 7RYL; 7RYM; 7RYN; 7RYO; 7T2B; 7T2C; 7T2D; 8RRO; 8TW4; 8Y6X; 8YIV; 8YJ2; 8YJ3; 9BBC; 9C3E,TRAC,,HGNC:12029,Humans,DB02740
3779,T cell receptor beta constant 1,TRBC1,338835.0,M12887,P01850,TRBC1_HUMAN,1AO7; 1FYT; 1J8H; 1KGC; 1KTK; 1MI5; 1OGA; 1YMM; 1ZGL; 2AK4; 2AXH; 2BNQ; 2BNR; 2BNU; 2CDE; 2CDF; 2CDG; 2ESV; 2F53; 2F54; 2GJ6; 2IAL; 2IAM; 2IAN; 2NTS; 2NW2; 2NX5; 2P5E; 2P5W; 2PO6; 2PYE; 2PYF; 2VLJ; 2VLK; 2VLM; 2VLR; 2XN9; 2XNA; 3ARB; 3ARD; 3ARE; 3ARF; 3ARG; 3D39; 3D3V; 3DX9; 3DXA; 3FFC; 3HE6; 3HG1; 3KPR; 3KPS; 3O4L; 3TN0; 4G8E; 4G8F; 4GG6; 4GG8; 4IIQ; 4JFD; 4JFE; 4JFF; 4JFH; 4JRX; 4JRY; 4L4T; 4L4V; 4L9L; 4LCC; 4LCW; 4MJI; 4MNQ; 4NQC; 4NQD; 4NQE; 4OZF; 4OZG; 4OZH; 4OZI; 4P46; 4PRH; 4PRI; 4PRP; 4X6B; 4X6C; 4X6D; 4ZDH; 7RYL; 7RYM; 7RYN; 7RYO; 7T2B; 7T2C; 7T2D; 8RRO; 9BBC,TRBC1,,HGNC:12156,Humans,DB02740
3781,Oxysterols receptor LXR-alpha,NR1H3,726513.0,U22662,Q13133,NR1H3_HUMAN,1UHL; 3IPQ; 3IPS; 3IPU; 5AVI; 5AVL; 5HJS,NR1H3,,HGNC:7966,Humans,DB03791; DB07080; DB07929; DB08063; DB08175; DB11994; DB13174
3782,TGF-beta receptor type-1,TGFBR1,431035.0,L11695,P36897,TGFR1_HUMAN,1B6C; 1IAS; 1PY5; 1RW8; 1VJY; 2L5S; 2PJY; 2WOT; 2WOU; 2X7O; 3FAA; 3GXL; 3HMM; 3KCF; 3KFD; 3TZM; 4X0M; 4X2F; 4X2G; 4X2J; 4X2K; 4X2N; 5E8S; 5E8T; 5E8U; 5E8W; 5E8X; 5E8Z; 5E90; 5FRI; 5QIK; 5QIL; 5QIM; 5QTZ; 5QU0; 5USQ; 6B8Y; 6MAC; 8YHF; 8YHL; 9B9F; 9F6X; 9FK5,TGFBR1,,HGNC:11772,Humans,DB03921; DB04434; DB04480; DB07152; DB07267; DB08450; DB11911; DB12010; DB15310; DB16064; DB21463
4020,Very low-density lipoprotein receptor,VLDLR,409426.0,L20470,P98155,VLDLR_HUMAN,1V9U; 3DPR; 6BYV; 8IHP; 8UA4; 8UA8; 8UFB; 8UFC; 8X0K; 8X0L; 8X0M; 8XI4; 8XI5; 8YS2; 8YS4; 8YVZ; 8YW0; 8YW1; 8YW2,VLDLR,,HGNC:12698,Humans,DB03017
4140,Ephrin type-A receptor 7,EPHA7,551608.0,L36642,Q15375,EPHA7_HUMAN,2REI; 3DKO; 3H8M; 3NRU; 7EEC; 7EED; 7EEF,EPHA7,,HGNC:3390,Humans,DB07970; DB12010
4247,Poliovirus receptor,PVR,190205.0,M24407,P15151,PVR_HUMAN,1DGI; 1NN8; 3EPC; 3EPD; 3EPF; 3J8F; 3J9F; 3UDW; 3URO; 4FQP; 6ARQ; 6ISC; 6O3O,PVR,,HGNC:9705,Humans,DB03203; DB08231
4339,Hepatitis B virus receptor binding protein,,46326410.0,AY570731,Q6PYX1,Q6PYX1_HUMAN,4NHG; 4NHH; 4QGT,,,,Humans,DB08545
4494,Cation-dependent mannose-6-phosphate receptor,M6PR,,,P20645,MPRD_HUMAN,1JUQ,M6PR,,HGNC:6752,Humans,DB01272; DB02755; DB02900
4549,Ephrin type-B receptor 2,EPHB2,,,P29323,EPHB2_HUMAN,1B4F; 1F0M; 2QBX; 3ZFM; 8EBL,EPHB2,,HGNC:3393,Humans,DB04395; DB12010; DB12843; DB13930; DB21490
4661,Acetylcholine receptor subunit alpha,CHRNA1,,,P02708,ACHA_HUMAN,4ZJS; 5HBT,CHRNA1,,HGNC:1955,Humans,DB00555; DB00565; DB01245; DB08838
4688,5-hydroxytryptamine receptor 5A,HTR5A,,,P47898,5HT5A_HUMAN,7UM4; 7UM5; 7UM6; 7UM7; 7X5H,HTR5A,,HGNC:5300,Humans,DB00246; DB00408; DB01238; DB01445; DB06216; DB08839; DB13520
4703,Parathyroid hormone 2 receptor,PTH2R,,,P49190,PTH2R_HUMAN,7F16,PTH2R,,HGNC:9609,Humans,DB05829; DB20016
4735,Interleukin-1 receptor antagonist protein,IL1RN,,,P18510,IL1RA_HUMAN,1ILR; 1ILT; 1IRA; 1IRP; 2IRT,IL1RN,,HGNC:6000,Humans,DB06372
4741,Discoidin domain-containing receptor 2,DDR2,,,Q16832,DDR2_HUMAN,2WUH; 2Z4F; 6FER; 7AZB,DDR2,,HGNC:2731,Humans,DB00619; DB08896; DB12010
795,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,31631.0,X13584,P14867,GBRA1_HUMAN,6CDU; 6D1S; 6D6T; 6D6U; 6HUG; 6HUJ; 6HUK; 6HUO; 6HUP; 6I53; 6X3S; 6X3T; 6X3U; 6X3V; 6X3W; 6X3X; 6X3Z; 6X40; 7PBD; 7PBZ; 7PC0; 7QNE; 7T0W; 7T0Z; 8DD2; 8DD3; 8SGO; 8SI9; 8SID; 8VQY; 8VRN; 9CRS; 9CRV; 9CSB; 9CT0; 9CTJ; 9CTP; 9CTV; 9CX7; 9CXA; 9CXB; 9CXC; 9CXD; 9DRX; 9EQG; 9H9E,GABRA1,GABRA1,HGNC:4075,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
381,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422.0,S62907,P47869,GBRA2_HUMAN,9CRV; 9CSB; 9CT0; 9CTJ; 9CTV; 9CX7; 9CXB; 9CXC,GABRA2,GABRA2,HGNC:4076,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
523,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424.0,S62908,P34903,GBRA3_HUMAN,9CTP,GABRA3,GABRA3,HGNC:4077,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
478,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,905393.0,U30461,P48169,GBRA4_HUMAN,7QN5; 7QN7; 7QN9; 7QNA; 7QNC,GABRA4,GABRA4,HGNC:4078,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
471,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,182916.0,L08485,P31644,GBRA5_HUMAN,5O8F; 5OJM; 6A96; 8BEJ; 8BGI; 8BHA; 8BHB; 8BHG; 8BHI; 8BHK; 8BHM; 8BHO; 8BHQ; 8BHR; 8BHS,GABRA5,GABRA5,HGNC:4079,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
2344,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635.0,X14767,P18505,GBRB1_HUMAN,9CTV; 9CXB; 9CXD,GABRB1,GABRB1,HGNC:4081,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
2346,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946.0,S67368,P47870,GBRB2_HUMAN,6D6T; 6D6U; 6X3S; 6X3T; 6X3U; 6X3V; 6X3W; 6X3X; 6X3Z; 6X40; 7T0W; 7T0Z; 8DD2; 8DD3; 8SGO; 8SI9; 8SID; 8VQY; 8VRN; 9CRS; 9CRV; 9CSB; 9CT0; 9CTJ; 9CTP; 9CTV; 9CXA; 9CXB; 9CXC; 9CXD; 9DRX,GABRB2,GABRB2,HGNC:4082,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
2345,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925.0,M82919,P28472,GBRB3_HUMAN,4COF; 5O8F; 5OJM; 6A96; 6HUG; 6HUJ; 6HUK; 6HUO; 6HUP; 6I53; 6QFA; 7PBD; 7PBZ; 7PC0; 7QN5; 7QN6; 7QN7; 7QN8; 7QN9; 7QNA; 7QNB; 7QNC; 7QND; 7QNE; 8PVB; 9CSB; 9CTJ; 9CX7; 9CXA; 9CXC; 9EQG,GABRB3,GABRB3,HGNC:4083,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
3599,Gamma-aminobutyric acid receptor subunit delta,GABRD,2388693.0,AF016917,O14764,GBRD_HUMAN,7QN5; 7QN6; 7QN7; 7QN8; 7QN9; 7QNC; 7QND,GABRD,,HGNC:4084,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
3592,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637.0,X15376,P18507,GBRG2_HUMAN,6D6T; 6D6U; 6HUG; 6HUJ; 6HUK; 6HUO; 6HUP; 6I53; 6X3S; 6X3T; 6X3U; 6X3V; 6X3W; 6X3X; 6X3Z; 6X40; 7QNB; 7QNE; 7T0W; 7T0Z; 8DD2; 8DD3; 8SGO; 8SI9; 8SID; 8VQY; 8VRN; 9CRS; 9CRV; 9CSB; 9CT0; 9CTJ; 9CTP; 9CTV; 9CX7; 9CXA; 9CXB; 9CXC; 9CXD; 9DRX; 9EQG,GABRG2,,HGNC:4087,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
3596,Gamma-aminobutyric acid receptor subunit pi,GABRP,2197001.0,U95367,O00591,GBRP_HUMAN,8VSZ; 8VV0,GABRP,,HGNC:4089,Humans,DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00463; DB00475; DB00543; DB00546; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01489; DB01511; DB01544; DB01545; DB01553; DB01558; DB01559; DB01587; DB01588; DB01589; DB01594; DB01595; DB01708; DB01956; DB05087; DB09017; DB09118; DB09166; DB11582; DB11859; DB11901; DB12404; DB12537; DB13335; DB13437; DB13643; DB13837; DB13872; DB14028; DB14672; DB14715; DB14719; DB15489; DB15490
4796,Transferrin receptor protein 1,TFRC,,,P02786,TFR1_HUMAN,1CX8; 1DE4; 1SUV; 2NSU; 3KAS; 3S9L; 3S9M; 3S9N; 6D03; 6D04; 6D05; 6GSR; 6H5I; 6OKD; 6W3H; 6WRV; 6WRW; 6WRX; 6Y76; 7ZQS; 8P0Z,TFRC,,HGNC:11763,Humans,DB13257; DB15617
365,"Glutamate receptor ionotropic, NMDA 1",GRIN1,219920.0,D13515,Q05586,NMDZ1_HUMAN,2HQW; 2NR1; 3BYA; 5H8F; 5H8H; 5H8N; 5H8Q; 5I2K; 5I2N; 5KCJ; 5KDT; 5TP9; 5TPA; 6IRA; 6IRF; 6IRG; 6IRH; 7EOQ; 7EOR; 7EOS; 7EOT; 7EOU; 7EU7; 7EU8; 7YFF; 7YFL; 7YFM; 7YFO; 7YFR; 8E92; 8E93; 8E94; 8E96; 8E97; 8E98; 8E99; 8JIZ; 8JJ0; 8JJ1; 8JJ2; 8UUE; 8VUL; 8VUN; 8VUQ; 8VUR; 8VUS; 8VUT; 8VUU; 8VUV; 8Y1V; 9D37; 9D38; 9D39; 9D3A; 9D3B; 9D3C; 9GIB; 9GIC; 9GID; 9GIE; 9GIF; 9GIG; 9GJ1,GRIN1,GRIN1,HGNC:4584,Humans,DB00228; DB00659; DB01043; DB01238; DB06741; DB09409; DB09481; DB13146
760,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,558749.0,U09002,Q12879,NMDE1_HUMAN,3NFL; 5H8F; 5H8H; 5H8N; 5H8Q; 5I2K; 5I2N; 5KCJ; 5KDT; 5TP9; 5TPA; 6IRA; 6IRF; 6IRG; 6IRH; 7EOQ; 7EOR; 7EOS; 7EOT; 7EOU; 7EU7; 8E99; 8JIZ; 8JJ0; 8JJ1; 8JJ2; 8VUH; 8VUJ; 8VUL; 8VUN; 8VUQ; 8VUR; 8VUT,GRIN2A,GRIN2A,HGNC:4585,Humans,DB00228; DB00659; DB01043; DB01238; DB06741; DB09409; DB09481; DB13146
417,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1899202.0,U90278,Q13224,NMDE2_HUMAN,5EWJ; 5EWL; 5EWM; 7EU8; 7KL0; 7KL1; 7KL2; 7UIS; 7UJP; 7UJQ; 7UJR; 7UJS; 7UJT; 8VUU; 8VUV; 9D37; 9D38; 9D39; 9D3A; 9D3B; 9D3C,GRIN2B,GRIN2B,HGNC:4586,Humans,DB00228; DB00659; DB01043; DB01238; DB06741; DB09409; DB09481; DB13146
454,"Glutamate receptor ionotropic, NMDA 2C",GRIN2C,1196449.0,L76224,Q14957,NMDE3_HUMAN,8E92; 8E93; 8E94; 8E97; 8E98; 8E99,GRIN2C,GRIN2C,HGNC:4587,Humans,DB00228; DB00659; DB01043; DB01238; DB06741; DB09409; DB09481; DB13146
396,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,2444026.0,U77783,O15399,NMDE4_HUMAN,7YFF; 7YFL; 7YFM; 7YFO; 7YFR; 8E96; 8Y1V; 9D37; 9D38; 9D39; 9D3A; 9D3B; 9D3C,GRIN2D,GRIN2D,HGNC:4588,Humans,DB00228; DB00659; DB01043; DB01238; DB06741; DB09409; DB09481; DB13146
641,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905.0,AJ416950,Q8TCU5,NMD3A_HUMAN,8USW; 8USX; 8UUE,GRIN3A,GRIN3A,HGNC:16767,Humans,DB00228; DB00659; DB01043; DB01238; DB06741; DB09409; DB09481; DB13146
433,Glycine receptor subunit alpha-1,GLRA1,31851.0,X52009,P23415,GLRA1_HUMAN,1MOT; 1VRY; 2M6B; 2M6I; 4X5T; 8DN2; 8DN3; 8DN4; 8DN5,GLRA1,GLRA1,HGNC:4326,Humans,DB05885; DB09061; DB14009; DB14011
55,Glycine receptor subunit beta,GLRB,992687.0,U33267,P48167,GLRB_HUMAN,5BKF; 5BKG; 7KUY; 7L31; 8DN2; 8DN3; 8DN4; 8DN5,GLRB,GLRB,HGNC:4329,Humans,DB05885; DB09061; DB14009; DB14011
291,5-hydroxytryptamine receptor 1A,HTR1A,189928.0,M28269,P08908,5HT1A_HUMAN,7E2X; 7E2Y; 7E2Z; 8FY8; 8FYE; 8FYL; 8FYT; 8FYX; 8JSP; 8JT6; 8PJK; 8PKM; 8W8B,HTR1A,HTR1A,HGNC:5286,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
797,5-hydroxytryptamine receptor 1B,HTR1B,219679.0,D10995,P28222,5HT1B_HUMAN,4IAQ; 4IAR; 5V54; 6G79; 7C61,HTR1B,HTR1B,HGNC:5287,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
659,5-hydroxytryptamine receptor 1D,HTR1D,177772.0,M89955,P28221,5HT1D_HUMAN,7E+32,HTR1D,HTR1D,HGNC:5289,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
476,5-hydroxytryptamine receptor 1E,HTR1E,177774.0,M91467,P28566,5HT1E_HUMAN,7E33; 8UGY; 8UH3,HTR1E,HTR1E,HGNC:5291,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
460,5-hydroxytryptamine receptor 1F,HTR1F,307420.0,L05597,P30939,5HT1F_HUMAN,7EXD,HTR1F,HTR1F,HGNC:5292,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
451,5-hydroxytryptamine receptor 2A,HTR2A,36431.0,S42168,P28223,5HT2A_HUMAN,6A93; 6A94; 6WGT; 6WH4; 6WHA; 7RAN; 7VOD; 7VOE; 7WC4; 7WC5; 7WC6; 7WC7; 7WC8; 7WC9; 8JT8; 8UWL; 8V6U; 8ZMG,HTR2A,HTR2A,HGNC:5293,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
393,5-hydroxytryptamine receptor 2B,HTR2B,475198.0,X77307,P41595,5HT2B_HUMAN,4IB4; 4NC3; 5TUD; 5TVN; 6DRX; 6DRY; 6DRZ; 6DS0; 7SRQ; 7SRR; 7SRS,HTR2B,HTR2B,HGNC:5294,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
533,5-hydroxytryptamine receptor 2C,HTR2C,338028.0,M81778,P28335,5HT2C_HUMAN,6BQG; 6BQH; 8DPF; 8DPG; 8DPH; 8DPI; 8ZMF,HTR2C,HTR2C,HGNC:5295,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
311,5-hydroxytryptamine receptor 3A,HTR3A,681914.0,D49394,P46098,5HT3A_HUMAN,8AXD; 8BL8; 8BLA; 8BLB,HTR3A,HTR3A,HGNC:5297,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
84,5-hydroxytryptamine receptor 4,HTR4,2661757.0,Y12505,Q13639,5HT4R_HUMAN,5EM9; 7XT8; 7XT9; 7XTA,HTR4,HTR4,HGNC:5299,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
945,5-hydroxytryptamine receptor 6,HTR6,1162924.0,L41147,P50406,5HT6R_HUMAN,7XTB; 7YS6; 8JLZ,HTR6,HTR6,HGNC:5301,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
650,5-hydroxytryptamine receptor 7,HTR7,1857143.0,U68487,P34969,5HT7R_HUMAN,7XTC,HTR7,HTR7,HGNC:5302,Humans,DB01049; DB01239; DB09304; DB11273; DB13025; DB13345
501,Alpha-1A adrenergic receptor,ADRA1A,433201.0,D25235,P35348,ADA1A_HUMAN,7YM8; 7YMH; 7YMJ; 8HN1; 8THK; 8THL,ADRA1A,ADRA1A,HGNC:277,Humans,DB00243; DB00320; DB00346; DB00370; DB00433; DB00457; DB00477; DB00490; DB00543; DB00598; DB00692; DB00697; DB00715; DB00841; DB00934; DB01151; DB01175; DB01224; DB06148; DB06764; DB08922; DB09167; DB09194; DB09195; DB09203; DB09204; DB09286; DB13025
289,Alpha-2A adrenergic receptor,ADRA2A,178196.0,M23533,P08913,ADA2A_HUMAN,1HLL; 1HO9; 1HOD; 1HOF; 6K42; 6KUX; 6KUY; 7EJ0; 7EJ8; 7EJA; 7EJK; 7W6P; 7W7E; 9CBL; 9CBM,ADRA2A,ADRA2A,HGNC:281,Humans,DB00193; DB00217; DB00320; DB00397; DB00433; DB00477; DB00540; DB00543; DB00692; DB00697; DB00715; DB00934; DB01151; DB01175; DB01186; DB06678; DB06707; DB06764; DB09167; DB09194; DB09195; DB09202; DB09304; DB11477; DB13025
