ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
9409,Serine/threonine-protein kinase LATS1,LATS1,,,O95835,LATS1_HUMAN,4ZRK; 5B5W; 5BRK; 7LWH,LATS1,,HGNC:6514,Humans,DB12010
9410,LIM domain kinase 2,LIMK2,,,P53671,LIMK2_HUMAN,1X6A; 4TPT; 5NXD; 7QHG; 8GI4; 8S3X; 8WSW,LIMK2,,HGNC:6614,Humans,DB11718; DB12010
9411,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,,,Q5S007,LRRK2_HUMAN,2ZEJ; 3D6T; 5MY9; 5MYC; 6DLO; 6DLP; 6OJE; 6OJF; 6VNO; 6VP6; 6VP7; 6XAF; 6XR4; 7LHT; 7LHW; 7LI3; 7LI4; 7THY; 7THZ; 8FO2; 8FO7; 8FO8; 8FO9; 8SMC; 8TXZ; 8TYQ; 8TZB; 8TZC; 8TZE; 8TZF; 8TZG; 8TZH; 8U1B; 8U7H; 8U7L; 8U8A; 8U8B; 8VH4; 8VH5; 9C76; 9CHO,LRRK2,,HGNC:18618,Humans,DB12010
9412,Leukocyte tyrosine kinase receptor,LTK,,,P29376,LTK_HUMAN,7NX0; 7NX1,LTK,,HGNC:6721,Humans,DB12010
9413,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,,,P46734,MP2K3_HUMAN,,MAP2K3,,HGNC:6843,Humans,DB12010
9414,Dual specificity mitogen-activated protein kinase kinase 5,MAP2K5,,,Q13163,MP2K5_HUMAN,2NPT; 2O2V; 4IC7,MAP2K5,,HGNC:6845,Humans,DB12010
9415,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6,,,P52564,MP2K6_HUMAN,2Y8O; 3ENM; 3FME; 3VN9; 5ETF; 8A8M; 8P7J; 8PM3,MAP2K6,,HGNC:6846,Humans,DB12010
9416,Mitogen-activated protein kinase kinase kinase 10,MAP3K10,,,Q02779,M3K10_HUMAN,2RF0,MAP3K10,,HGNC:6849,Humans,DB12010
9417,Mitogen-activated protein kinase kinase kinase 11,MAP3K11,,,Q16584,M3K11_HUMAN,5K26; 5K28; 6AQB; 6CQ7,MAP3K11,,HGNC:6850,Humans,DB12010
9418,Mitogen-activated protein kinase kinase kinase 12,MAP3K12,,,Q12852,M3K12_HUMAN,5CEN; 5CEO; 5CEP; 5CEQ; 5VO1; 5VO2; 8DEG; 8OUR; 8OUS; 8OUT; 9CDX; 9CDY,MAP3K12,,HGNC:6851,Humans,DB12010
9419,Mitogen-activated protein kinase kinase kinase 13,MAP3K13,,,O43283,M3K13_HUMAN,,MAP3K13,,HGNC:6852,Humans,DB12010
9420,Mitogen-activated protein kinase kinase kinase 15,MAP3K15,,,Q6ZN16,M3K15_HUMAN,6V0M,MAP3K15,,HGNC:31689,Humans,DB12010
9421,Mitogen-activated protein kinase kinase kinase 3,MAP3K3,,,Q99759,M3K3_HUMAN,2C60; 2JRH; 2O2V; 2PPH; 4Y5O; 4YL6,MAP3K3,,HGNC:6855,Humans,DB12010
9422,Mitogen-activated protein kinase kinase kinase 4,MAP3K4,,,Q9Y6R4,M3K4_HUMAN,,MAP3K4,,HGNC:6856,Humans,DB12010
9423,Mitogen-activated protein kinase kinase kinase 6,MAP3K6,,,O95382,M3K6_HUMAN,,MAP3K6,,HGNC:6858,Humans,DB12010
9424,Mitogen-activated protein kinase kinase kinase kinase 1,MAP4K1,,,Q92918,M4K1_HUMAN,6CQD; 6CQE; 6CQF; 6NFY; 6NFZ; 6NG0; 7KAC; 7L24; 7L25; 7L26; 7M0K; 7M0L; 7M0M; 7R9L; 7R9N; 7R9P; 7R9T; 7SIU; 8CDW; 8CIJ; 8EEC; 8FH4; 8FJZ; 8FKO; 8PAR; 8PAS; 8PAU; 8XN7; 9BI8; 9BIK; 9BJ1; 9CZT; 9CZU; 9CZW; 9CZX; 9D00; 9H8D; 9H8E; 9H8F,MAP4K1,,HGNC:6863,Humans,DB12010
9425,Mitogen-activated protein kinase kinase kinase kinase 2,MAP4K2,,,Q12851,M4K2_HUMAN,,MAP4K2,,HGNC:6864,Humans,DB12010
9426,Mitogen-activated protein kinase kinase kinase kinase 3,MAP4K3,,,Q8IVH8,M4K3_HUMAN,5J5T,MAP4K3,,HGNC:6865,Humans,DB12010
9427,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4,,,O95819,M4K4_HUMAN,4OBO; 4OBP; 4OBQ; 4RVT; 4U3Y; 4U3Z; 4U40; 4U41; 4U42; 4U43; 4U44; 4U45; 4ZK5; 4ZP5; 5DI1; 5J95; 5W5Q; 8V5I,MAP4K4,,HGNC:6866,Humans,DB12010
9428,Mitogen-activated protein kinase kinase kinase kinase 5,MAP4K5,,,Q9Y4K4,M4K5_HUMAN,,MAP4K5,,HGNC:6867,Humans,DB12010
9429,Mitogen-activated protein kinase 15,MAPK15,,,Q8TD08,MK15_HUMAN,,MAPK15,,HGNC:24667,Humans,DB12010
9430,Mitogen-activated protein kinase 4,MAPK4,,,P31152,MK04_HUMAN,,MAPK4,,HGNC:6878,Humans,DB12010
9431,Mitogen-activated protein kinase 7,MAPK7,,,Q13164,MK07_HUMAN,2Q8Y; 4B99; 4IC7; 4IC8; 4ZSG; 4ZSJ; 4ZSL; 5BYY; 5BYZ; 5O7I; 6HKM; 6HKN; 7PUS,MAPK7,,HGNC:6880,Humans,DB12010
9432,MAP kinase-activated protein kinase 5,MAPKAPK5,,,Q8IW41,MAPK5_HUMAN,,MAPKAPK5,,HGNC:6889,Humans,DB08358; DB12010; DB15190
9433,Serine/threonine-protein kinase MARK1,MARK1,,,Q9P0L2,MARK1_HUMAN,2HAK; 3OSE; 6C9D,MARK1,,HGNC:6896,Humans,DB12010
9434,Serine/threonine-protein kinase MARK2,MARK2,,,Q7KZI7,MARK2_HUMAN,3IEC; 5EAK; 5KZ7; 5KZ8; 8TXY,MARK2,,HGNC:3332,Humans,DB12010
9435,MAP/microtubule affinity-regulating kinase 3,MARK3,,,P27448,MARK3_HUMAN,2QNJ; 3FE3; 7P1L; 8UOH; 8UOI; 8UOJ; 8UOK; 8UOL,MARK3,,HGNC:6897,Humans,DB12010; DB17277
9436,MAP/microtubule affinity-regulating kinase 4,MARK4,,,Q96L34,MARK4_HUMAN,5ES1; 8XFL,MARK4,,HGNC:13538,Humans,DB12010
9437,CLIP-associating protein 1,CLASP1,,,Q7Z460,CLAP1_HUMAN,4K92; 6MQ5; 6MQ7,CLASP1,,HGNC:17088,Humans,DB12010
9438,Microtubule-associated serine/threonine-protein kinase 1,MAST1,,,Q9Y2H9,MAST1_HUMAN,2M9X; 3PS4,MAST1,,HGNC:19034,Humans,DB12010
9439,Megakaryocyte-associated tyrosine-protein kinase,MATK,,,P42679,MATK_HUMAN,1JWO; 1X6G; 3US4,MATK,,HGNC:6906,Humans,DB12010
9440,Maternal embryonic leucine zipper kinase,MELK,,,Q14680,MELK_HUMAN,4BKY; 4BKZ; 4BL1; 4D2P; 4D2T; 4D2V; 4D2W; 4IXP; 4UMP; 4UMQ; 4UMR; 4UMT; 4UMU; 5IH8; 5IH9; 5IHA; 5IHC; 5K00; 5M5A; 5MAF; 5MAG; 5MAH; 5MAI; 5TVT; 5TWL; 5TWU; 5TWY; 5TWZ; 5TX3; 6GVX; 6VXR; 9F31,MELK,,HGNC:16870,Humans,DB12010
9441,Misshapen-like kinase 1,MINK1,,,Q8N4C8,MINK1_HUMAN,,MINK1,,HGNC:17565,Humans,DB12010
9442,MAP kinase-interacting serine/threonine-protein kinase 1,MKNK1,,,Q9BUB5,MKNK1_HUMAN,2HW6; 2Y9Q; 5WVD,MKNK1,,HGNC:7110,Humans,DB12010; DB15219
9443,MAP kinase-interacting serine/threonine-protein kinase 2,MKNK2,,,Q9HBH9,MKNK2_HUMAN,2AC3; 2AC5; 2HW7; 6CJ5; 6CJE; 6CJH; 6CJW; 6CJY; 6CK3; 6CK6; 6CKI; 6JLR; 8P9B; 8XFM; 9HRC,MKNK2,,HGNC:7111,Humans,DB12010; DB15219
9444,Macrophage-stimulating protein receptor,MST1R,,,Q04912,RON_HUMAN,3PLS; 4FWW; 4QT8; 8ZKD,MST1R,,HGNC:7381,Humans,DB08865; DB12010
9445,"Muscle, skeletal receptor tyrosine-protein kinase",MUSK,,,O15146,MUSK_HUMAN,8S9P,MUSK,,HGNC:7525,Humans,DB12010
9446,"Myosin light chain kinase, smooth muscle",MYLK,,,Q15746,MYLK_HUMAN,2CQV; 2K0F; 2YR3; 5JQA; 5JTH; 6C6M,MYLK,,HGNC:7590,Humans,DB00867; DB12010
9447,Myosin light chain kinase 3,MYLK3,,,Q32MK0,MYLK3_HUMAN,,MYLK3,,HGNC:29826,Humans,DB12010
9448,Myosin light chain kinase family member 4,MYLK4,,,Q86YV6,MYLK4_HUMAN,2X4F,MYLK4,,HGNC:27972,Humans,DB12010
9449,Myosin-IIIa,MYO3A,,,Q8NEV4,MYO3A_HUMAN,6JLE,MYO3A,,HGNC:7601,Humans,DB12010
9450,Serine/threonine-protein kinase Nek1,NEK1,,,Q96PY6,NEK1_HUMAN,4APC; 4B9D,NEK1,,HGNC:7744,Humans,DB12010
9451,Serine/threonine-protein kinase Nek3,NEK3,,,P51956,NEK3_HUMAN,,NEK3,,HGNC:7746,Humans,DB12010
9452,Serine/threonine-protein kinase Nek4,NEK4,,,P51957,NEK4_HUMAN,,NEK4,,HGNC:11399,Humans,DB12010
9453,Serine/threonine-protein kinase Nek5,NEK5,,,Q6P3R8,NEK5_HUMAN,,NEK5,,HGNC:7748,Humans,DB12010
9454,Serine/threonine-protein kinase Nek9,NEK9,,,Q8TD19,NEK9_HUMAN,3ZKE; 3ZKF,NEK9,,HGNC:18591,Humans,DB12010
9455,NT-3 growth factor receptor,NTRK3,,,Q16288,NTRK3_HUMAN,1WWC; 3V5Q; 4YMJ; 6KZC; 6KZD,NTRK3,,HGNC:8033,Humans,DB11986; DB12010; DB12130; DB14723; DB15822; DB16056; DB16826; DB17140; DB17191; DB18711
9456,NUAK family SNF1-like kinase 1,NUAK1,,,O60285,NUAK1_HUMAN,,NUAK1,,HGNC:14311,Humans,DB12010
9457,NUAK family SNF1-like kinase 2,NUAK2,,,Q9H093,NUAK2_HUMAN,,NUAK2,,HGNC:29558,Humans,DB12010
9458,Serine/threonine-protein kinase OSR1,OXSR1,,,O95747,OXSR1_HUMAN,2V3S; 2VWI; 3DAK; 7OKW,OXSR1,,HGNC:8508,Humans,DB12010
9459,Serine/threonine-protein kinase PAK 1,PAK1,,,Q13153,PAK1_HUMAN,1F3M; 1YHV; 1YHW; 1ZSG; 2HY8; 2QME; 3DVP; 3FXZ; 3FY0; 3Q4Z; 3Q52; 3Q53; 4DAW; 4EQC; 4O0R; 4O0T; 4P90; 4ZJI; 4ZJJ; 4ZLO; 4ZY4; 4ZY5; 4ZY6; 5DEW; 5DEY; 5DFP; 5IME; 5KBQ; 5KBR; 6B16; 7VTO; 8X5Z,PAK1,,HGNC:8590,Humans,DB12010; DB31734; DB31795; DB31834
9460,Serine/threonine-protein kinase PAK 2,PAK2,,,Q13177,PAK2_HUMAN,3PCS,PAK2,,HGNC:8591,Humans,DB12010; DB31734; DB31795
9461,Serine/threonine-protein kinase PAK 3,PAK3,,,O75914,PAK3_HUMAN,6FD3,PAK3,,HGNC:8592,Humans,DB12010; DB31734; DB31795
9462,Serine/threonine-protein kinase PAK 4,PAK4,,,O96013,PAK4_HUMAN,2BVA; 2CDZ; 2J0I; 2OV2; 2Q0N; 2X4Z; 4APP; 4FIE; 4FIF; 4FIG; 4FIH; 4FII; 4FIJ; 4JDH; 4JDI; 4JDJ; 4JDK; 4L67; 4NJD; 4O0V; 4O0X; 4O0Y; 4XBR; 4XBU; 5BMS; 5I0B; 5UPK; 5UPL; 5VED; 5VEE; 5VEF; 5XVA; 5XVF; 5XVG; 5ZJW; 6WLX; 6WLY; 7CMB; 7CP3; 7CP4; 7S46; 7S47; 7S48; 8AHG; 8AHH; 8AHI; 8YHK,PAK4,,HGNC:16059,Humans,DB11775; DB12010; DB19243; DB31834
9463,Serine/threonine-protein kinase PAK 6,PAK6,,,Q9NQU5,PAK6_HUMAN,2C30; 2ODB; 4KS7; 4KS8; 6QDR; 6QDS,PAK6,,HGNC:16061,Humans,DB12010
9464,Serine/threonine-protein kinase PAK 5,PAK5,,,Q9P286,PAK5_HUMAN,2F57; 8C12,PAK5,,HGNC:15916,Humans,DB12010
9465,Cyclin-dependent kinase 17,CDK17,,,Q00537,CDK17_HUMAN,,CDK17,,HGNC:8750,Humans,DB12010
9466,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",PHKG1,,,Q16816,PHKG1_HUMAN,8JFK; 8JFL; 8XY7; 8XYA; 8XYB,PHKG1,,HGNC:8930,Humans,DB12010
9467,Phosphatidylinositol 4-kinase beta,PI4KB,,,Q9UBF8,PI4KB_HUMAN,2N73; 4D0L; 4D0M; 4WAE; 4WAG; 5C46; 5C4G; 5EUQ; 5FBL; 5FBQ; 5FBR; 5FBV; 5FBW; 5LX2; 5NAS; 6GL3; 8Q6F; 8Q6G; 8Q6H; 8VOF,PI4KB,,HGNC:8984,Humans,DB06836; DB12010
9468,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,PIK3C2B,,,O00750,P3C2B_HUMAN,,PIK3C2B,,HGNC:8972,Humans,DB12010
9469,Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma,PIK3C2G,,,O75747,P3C2G_HUMAN,2WWE,PIK3C2G,,HGNC:8973,Humans,DB12010
9470,Serine/threonine-protein kinase pim-3,PIM3,,,Q86V86,PIM3_HUMAN,,PIM3,,HGNC:19310,Humans,DB12010
9471,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B,,,P78356,PI42B_HUMAN,1BO1; 3WZZ; 3X01; 3X02; 3X03; 3X04; 3X05; 3X06; 3X07; 3X08; 3X09; 3X0A; 3X0B; 3X0C; 6K4G; 6K4H; 7EM1; 7EM2; 7EM3; 7EM4; 7EM5; 7EM6; 7EM7; 7EM8; 7N80; 7N81,PIP4K2B,,HGNC:8998,Humans,DB12010
9472,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,PIP4K2C,,,Q8TBX8,PI42C_HUMAN,2GK9; 7QIE; 7QPN; 8BQ4,PIP4K2C,,HGNC:23786,Humans,DB12010
9473,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,PKMYT1,,,Q99640,PMYT1_HUMAN,3P1A; 5VCV; 5VCW; 5VCX; 5VCY; 5VCZ; 5VD0; 5VD1; 5VD3; 8D6C; 8D6D; 8D6E; 8D6F; 8WJY; 8ZTX; 8ZU2; 8ZUD; 8ZUL,PKMYT1,,HGNC:29650,Humans,DB12010
9474,Serine/threonine-protein kinase N1,PKN1,,,Q16512,PKN1_HUMAN,1CXZ; 1URF; 2RMK; 4NKG; 4OTD; 4OTG; 4OTH; 4OTI,PKN1,,HGNC:9405,Humans,DB12010
9475,Serine/threonine-protein kinase N2,PKN2,,,Q16513,PKN2_HUMAN,4CRS; 4RRV; 6CCY; 6GBE,PKN2,,HGNC:9406,Humans,DB12010
9476,Serine/threonine-protein kinase PLK2,PLK2,,,Q9NYY3,PLK2_HUMAN,4I5M; 4I5P; 4I6B; 4I6F; 4I6H; 4RS6; 4XB0,PLK2,,HGNC:19699,Humans,DB12010
9477,Serine/threonine-protein kinase PLK3,PLK3,,,Q9H4B4,PLK3_HUMAN,4B6L,PLK3,,HGNC:2154,Humans,DB12010
9478,Serine/threonine-protein kinase PLK4,PLK4,,,O00444,PLK4_HUMAN,2N19; 3COK; 4JXF; 4N7V; 4N7Z; 4N9J; 4YUR; 4YYP; 5LHY; 5LHZ; 6N45; 6N46; 6W38; 6W3I; 6W3J; 8XPG,PLK4,,HGNC:11397,Humans,DB12010
9479,Serine/threonine-protein kinase D1,PRKD1,,,Q15139,KPCD1_HUMAN,,PRKD1,,HGNC:9407,Humans,DB11752; DB12010
9480,cGMP-dependent protein kinase 2,PRKG2,,,Q13237,KGP2_HUMAN,5BV6; 5C6C; 5C8W; 5JIX; 5JIZ; 6BQ8,PRKG2,,HGNC:9416,Humans,DB12010
9481,Serine/threonine-protein kinase PRP4 homolog,PRP4K,,,Q13523,PRP4K_HUMAN,4IAN; 4IFC; 4IIR; 4IJP; 6CNH; 6PJJ; 6PK6; 6QX9; 8H6E; 8H6J; 8QXD; 8R08; 8R0A; 8Y6O,PRP4K,,HGNC:17346,Humans,DB12010
9482,Serine/threonine-protein kinase RIO1,RIOK1,,,Q9BRS2,RIOK1_HUMAN,4OTP; 6G5I; 6V0N; 6ZV6; 6ZXD; 6ZXE; 6ZXF; 6ZXG; 6ZXH; 7BOC,RIOK1,,HGNC:18656,Humans,DB12010
9483,Serine/threonine-protein kinase RIO2,RIOK2,,,Q9BVS4,RIOK2_HUMAN,5DHF; 6FDM; 6FDN; 6FDO; 6G18; 6G51; 6HK6; 7VBT; 7WU0; 9F81,RIOK2,,HGNC:18999,Humans,DB12010
9484,Serine/threonine-protein kinase RIO3,RIOK3,,,O14730,RIOK3_HUMAN,8ZDB; 8ZDC; 8ZDD,RIOK3,,HGNC:11451,Humans,DB12010
9485,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,,,Q13546,RIPK1_HUMAN,4ITH; 4ITI; 4ITJ; 4NEU; 5HX6; 5TX5; 5V7Z; 6AC5; 6C3E; 6C4D; 6HHO; 6NW2; 6NYH; 6OCQ; 6R5F; 6RLN; 7CJB; 7FCZ; 7FD0; 7XMK; 7YDX; 8I2N,RIPK1,,HGNC:10019,Humans,DB12010; DB16492; DB16875; DB21732
9486,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,,,O43353,RIPK2_HUMAN,2N7Z; 2N83; 4C8B; 5AR2; 5AR3; 5AR4; 5AR5; 5AR7; 5AR8; 5J79; 5J7B; 5NG0; 5NG2; 5NG3; 5W5J; 5W5O; 5YRN; 6ES0; 6FU5; 6GFJ; 6GGS; 6HMX; 6RN8; 6RNA; 6S1F; 6SZE; 6SZJ; 6UL8; 7OBS; 7OBT; 8AZA; 8X2O; 9F3V,RIPK2,,HGNC:10020,Humans,DB12010
9487,Receptor-interacting serine/threonine-protein kinase 4,RIPK4,,,P57078,RIPK4_HUMAN,,RIPK4,,HGNC:496,Humans,DB12010
9488,Proto-oncogene tyrosine-protein kinase ROS,ROS1,,,P08922,ROS1_HUMAN,3ZBF; 4UXL; 7Z5W; 7Z5X,ROS1,,HGNC:10261,Humans,DB08865; DB08875; DB11986; DB12010; DB12130; DB14860; DB16826; DB18711
9489,Serine/threonine-protein kinase SBK1,SBK1,,,Q52WX2,SBK1_HUMAN,,SBK1,,HGNC:17699,Humans,DB12010
9490,Uncharacterized serine/threonine-protein kinase SBK3,SBK3,,,P0C264,SBK3_HUMAN,,SBK3,,HGNC:44121,Humans,DB12010
9491,Serine/threonine-protein kinase Sgk3,SGK3,,,Q96BR1,SGK3_HUMAN,6EDX,SGK3,,HGNC:10812,Humans,DB12010
9492,Serine/threonine-protein kinase SIK2,SIK2,,,Q9H0K1,SIK2_HUMAN,,SIK2,,HGNC:21680,Humans,DB12010
9493,SNF-related serine/threonine-protein kinase,SNRK,,,Q9NRH2,SNRK_HUMAN,5YKS,SNRK,,HGNC:30598,Humans,DB12010
9494,Tyrosine-protein kinase Srms,SRMS,,,Q9H3Y6,SRMS_HUMAN,,SRMS,,HGNC:11298,Humans,DB12010
9495,Serine/threonine-protein kinase 10,STK10,,,O94804,STK10_HUMAN,2J7T; 4AOT; 4BC6; 4EQU; 4USD; 4USE; 5AJQ; 5OWQ; 5OWR; 6EIM; 6GTT; 6HXF; 6I2Y; 7QGP,STK10,,HGNC:11388,Humans,DB12010
9496,Serine/threonine-protein kinase 16,STK16,,,O75716,STK16_HUMAN,2BUJ,STK16,,HGNC:11394,Humans,DB12010
9497,Serine/threonine-protein kinase 17A,STK17A,,,Q9UEE5,ST17A_HUMAN,7QUE; 7QUF,STK17A,,HGNC:11395,Humans,DB12010
9498,Serine/threonine-protein kinase 32A,STK32A,,,Q8WU08,ST32A_HUMAN,4FR4,STK32A,,HGNC:28317,Humans,DB12010
9499,Intestinal-type alkaline phosphatase,ALPI,,,P09923,PPBI_HUMAN,,ALPI,,HGNC:437,Humans,DB12816
9500,Gastrin,GAST,,,P01350,GAST_HUMAN,5WRJ; 7F8V; 7F8W; 7XOW,GAST,,HGNC:4164,Humans,DB12532
9501,Interleukin-1 receptor type 2,IL1R2,,,P27930,IL1R2_HUMAN,3O4O,IL1R2,,HGNC:5994,Humans,DB05545
9502,Prostaglandin G/H synthase 2,PTGS2,,,Q8SPQ9,Q8SPQ9_CANLF,,,,,Canis lupus familiaris,DB11455; DB14059; DB14060
9503,Inositol phosphorylceramide synthase,AUR1,,,O13332,AUR1_CANAL,,,,,Yeast,DB14058
2387,Nuclear factor NF-kappa-B p100 subunit,NFKB2,,X61498,Q00653,NFKB2_HUMAN,1A3Q; 2D96; 3DO7; 4OT9; 5ZMC; 7CLI; 7VUP; 7VUQ; 7W7L; 8G8Q; 8G8S,NFKB2,NFKB2,HGNC:7795,Humans,DB12843; DB14059
1086,Nuclear factor NF-kappa-B p105 subunit,NFKB1,189180,M55643,P19838,NFKB1_HUMAN,1MDI; 1MDJ; 1MDK; 1NFI; 1SVC; 2DBF; 2O61; 3GUT; 7LEQ; 7LET; 7LF4; 7LFC; 7RG4; 7RG5; 8TQD,NFKB1,NFKB1,HGNC:7794,Humans,DB12843; DB14059
5479,Transcription factor p65,RELA,,,Q04206,TF65_HUMAN,1NFI; 2LSP; 2O61; 3GUT; 3QXY; 3RC0; 4KV1; 4KV4; 5U4K; 5URN; 6NV2; 6QHL; 6QHM; 6YOW; 6YOX; 6YOY; 6YP2; 6YP3; 6YP8; 6YPL; 6YPY; 6YQ2; 7BI3; 7BIQ; 7BIW; 7BIY; 7BJB; 7BJF; 7BJL; 7BJW; 7BKH; 7LET; 7LEU; 7LF4; 7NJ9; 7NJB; 7NK3; 7NK5; 7NLA; 7NLE; 7NM1; 7NM3; 7NM9; 7NMH; 7NQP; 7NR7; 7NSV; 7NV4; 7NVI; 7NWS; 7NXS; 7NXT; 7NXW; 7NXY; 7NY4; 7NYE; 7NYF; 7NYG; 7NZ6; 7NZG; 7NZK; 7NZV; 7O34; 7O3A; 7O3F; 7O3P; 7O3Q; 7O3R; 7O3S; 7O57; 7O59; 7O5A; 7O5C; 7O5D; 7O5F; 7O5G; 7O5O; 7O5P; 7O5S; 7O5U; 7O5X; 7O6F; 7O6G; 7O6I; 7O6J; 7O6K; 7O6M; 7O6O,RELA,,HGNC:9955,Humans,DB12843; DB14059
9504,Glutamate-gated chloride channel,GluClX,,,Q25634,Q25634_ONCVO,,,,,Onchocerca volvulus,DB00602; DB11431
9506,Envelope phospholipase OPG057,OPG057,,,P33815,PG057_VAR67,,,,,Variola virus (isolate Human/India/Ind3/1967),DB12020
9508,Histone-lysine N-methyltransferase EZH2,EZH2,,,Q15910,EZH2_HUMAN,4MI0; 4MI5; 5GSA; 5H14; 5H15; 5H17; 5H19; 5H24; 5H25; 5HYN; 5IJ7; 5IJ8; 5LS6; 5U5T; 5U62; 5WG6; 5WUK; 6C23; 6C24; 6LO2; 6P5L; 6U4Y; 6WKR; 7AT8; 7QJG; 7QJU; 7QK4; 8EQV; 8FYH; 8T9G; 8TAS; 8TB9; 8VMI; 8VML; 8VNV; 8VNZ; 9C8U; 9DCH,EZH2,,HGNC:3527,Humans,DB12887; DB14581; DB14799; DB18314; DB19979
9512,Odorant binding protein,OBP-1,,,Q8T6S0,Q8T6S0_ANOGA,,,,,Anopheles gambiae,DB14074
3524,Histone deacetylase 5,HDAC5,,BK000028,Q9UQL6,HDAC5_HUMAN,5UWI; 8Q9P,HDAC5,HDAC5,HGNC:14068,Humans,DB14979
3526,Polyamine deacetylase HDAC10,HDAC10,,AL512711,Q969S8,HDA10_HUMAN,,HDAC10,HDAC10,HGNC:18128,Humans,DB07553; DB13346
4817,5-hydroxytryptamine receptor 3B,HTR3B,,,O95264,5HT3B_HUMAN,,HTR3B,,HGNC:5298,Humans,DB00889; DB00898; DB00969; DB00988; DB08839; DB19963; DB21193
4818,5-hydroxytryptamine receptor 3C,HTR3C,,,Q8WXA8,5HT3C_HUMAN,,HTR3C,,HGNC:24003,Humans,DB00898
4819,5-hydroxytryptamine receptor 3D,HTR3D,,,Q70Z44,5HT3D_HUMAN,,HTR3D,,HGNC:24004,Humans,DB00898
4820,5-hydroxytryptamine receptor 3E,HTR3E,,,A5X5Y0,5HT3E_HUMAN,,HTR3E,,HGNC:24005,Humans,DB00898
4829,Polyprenal reductase,SRD5A3,,,Q9H8P0,SR5A3_HUMAN,,SRD5A3,,HGNC:25812,Humans,DB00548; DB01126; DB01216
4830,Protein kinase C gamma type,PRKCG,,,P05129,KPCG_HUMAN,2E73; 2UZP,PRKCG,,HGNC:9402,Humans,DB03777; DB04098; DB06595; DB12010
4831,Protein kinase C zeta type,PRKCZ,,,Q05513,KPCZ_HUMAN,,PRKCZ,,HGNC:9412,Humans,DB03777; DB17029
4833,Sodium channel protein type 7 subunit alpha,SCN7A,,,Q01118,SCN7A_HUMAN,7TJ8; 7TJ9,SCN7A,,HGNC:10594,Humans,DB09056
4840,ATP-sensitive inward rectifier potassium channel 10,KCNJ10,,,P78508,KCJ10_HUMAN,,KCNJ10,,HGNC:6256,Humans,DB00672; DB00839; DB01067; DB01251; DB01252; DB01289; DB01382
4847,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2",ITPR2,,,Q14571,ITPR2_HUMAN,,ITPR2,,HGNC:6181,Humans,DB00325; DB03401
4848,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3",ITPR3,,,Q14573,ITPR3_HUMAN,6DQJ; 6DQN; 6DQS; 6DQV; 6DQZ; 6DR0; 6DR2; 6DRA; 6DRC; 6UQK; 7T3P; 7T3Q; 7T3R; 7T3T; 7T3U; 8TK8; 8TKD; 8TKE; 8TKF; 8TKG; 8TKH; 8TKI; 8TL9; 8TLA,ITPR3,,HGNC:6182,Humans,DB00325; DB03401
5024,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,,,Q15878,CAC1E_HUMAN,3BXL; 7XLQ; 7YG5; 8EPL; 8EPM,CACNA1E,,HGNC:1392,Humans,DB00555
90,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,487738,U04270,Q12809,KCNH2_HUMAN,1BYW; 1UJL; 2L0W; 2L1M; 2L4R; 2LE7; 2N7G; 4HP9; 4HQA; 5VA1; 5VA2; 5VA3; 6SYG; 8IO4; 8IO5; 8IOB; 8ZYN; 8ZYO; 8ZYP; 8ZYQ; 9CHP; 9CHQ; 9CHR; 9CHS,KCNH2,KCNH2,HGNC:6251,Humans,DB00321; DB00590; DB01118; DB03701; DB06207
462,Voltage-gated inwardly rectifying potassium channel KCNH6,KCNH6,11878259,AF311913,Q9H252,KCNH6_HUMAN,,KCNH6,KCNH6,HGNC:18862,Humans,DB00321; DB00590; DB01118; DB03701; DB06207
699,Voltage-gated inwardly rectifying potassium channel KCNH7,KCNH7,4104136,AF032897,Q9NS40,KCNH7_HUMAN,6Y7Q,KCNH7,KCNH7,HGNC:18863,Humans,DB00321; DB00590; DB01118; DB03701; DB06207
9749,14-3-3 epsilon2 isoform,,,,Q6IX08,Q6IX08_FASHE,,,,,Fasciola hepatica,DB12245
9752,Cathepsin B-like cysteine proteinase,,,,P80529,CYSB_FASHE,,,,,Fasciola hepatica,DB12245
